id,url,name,description,type,address,city,zipCode,latitude,longitude,price,bedrooms,bathrooms,area,amenities,telephone,image,pets
xxg1jbq,https://www.apartments.com/137-12-159th-st-queens-ny-unit-2nd-fl/xxg1jbq/,"137-12 159th St Queens, NY 11434",Based on information submitted to the MLS GRID as of [see last changed date above]. All data is obtained from various sources and may not have been verified by broker or MLS GRID. Supplied Open House Information is subject to change without notice. All information should be independently reviewed and verified for accuracy. Properties may or may not be listed by the office/agent presenting the information. Some IDX listings have been excluded from this website. Prices displayed on all Sold listings are the Last Known Listing Price and may not be the actual selling price.,ApartmentComplex,137-12 159th St,Queens,11434,40.67026,-73.77695,"$2,400-$2,400",2 bd,1 ba,,,+1-718-276-4848,['https://images1.apartments.com/i2/d3PSmEnU7fiRamVU1_ZO1RwmJ7MqeHjdZe06TdHjFSg/110/137-12-159th-st-unit-2nd-fl-queens-ny-primary-photo.jpg'],False
f9tc5fr,https://www.apartments.com/224-06-linden-blvd-queens-ny/f9tc5fr/,"224-06 Linden Blvd Queens, NY 11411","2nd Fl apartment with Living/Dining Room,Large Primary Room,Secondary Room,Full Bath & Eat-in Kitchen

Based on information submitted to the MLS GRID as of [see last changed date above]. All data is obtained from various sources and may not have been verified by broker or MLS GRID. Supplied Open House Information is subject to change without notice. All information should be independently reviewed and verified for accuracy. Properties may or may not be listed by the office/agent presenting the information. Some IDX listings have been excluded from this website. Prices displayed on all Sold listings are the Last Known Listing Price and may not be the actual selling price.",ApartmentComplex,224-06 Linden Blvd,Queens,11411,40.69376,-73.73644,"$2,700-$2,700",2 bd,1 ba,,,+1-718-525-7500,['https://images1.apartments.com/i2/7MRJ7DXNNgBoGLNbW6NZngvdqSowiL3U4Ocp7wy5M-Y/110/224-06-linden-blvd-queens-ny-primary-photo.jpg'],False
ee3cwpp,https://www.apartments.com/255-61-75th-ave-queens-ny/ee3cwpp/,"255-61 75th Ave Queens, NY 11004","Co-op,Board approval required,2nd floor,2 Bedrooms,1 bath,Living room,Kitchen,Washer & Dryer,3 A/C,Updated,Freshly Painted,Near Union TPKE,Near Shopping,Near Transportation .

Based on information submitted to the MLS GRID as of [see last changed date above]. All data is obtained from various sources and may not have been verified by broker or MLS GRID. Supplied Open House Information is subject to change without notice. All information should be independently reviewed and verified for accuracy. Properties may or may not be listed by the office/agent presenting the information. Some IDX listings have been excluded from this website. Prices displayed on all Sold listings are the Last Known Listing Price and may not be the actual selling price.",SingleFamilyResidence,255-61 75th Ave,Queens,11004,40.74752,-73.71437,"$2,350-$2,350",2 bd,1 ba,,,+1-646-335-3804,['https://images1.apartments.com/i2/qfMjMBSPSLplx6CseF2FUY2s2ql9uxRjsMafIqXiVBc/110/255-61-75th-ave-queens-ny-primary-photo.jpg'],True
hjnww82,https://www.apartments.com/137-11-257th-st-queens-ny/hjnww82/,"137-11 257th St Queens, NY 11422",Based on information submitted to the MLS GRID as of [see last changed date above]. All data is obtained from various sources and may not have been verified by broker or MLS GRID. Supplied Open House Information is subject to change without notice. All information should be independently reviewed and verified for accuracy. Properties may or may not be listed by the office/agent presenting the information. Some IDX listings have been excluded from this website. Prices displayed on all Sold listings are the Last Known Listing Price and may not be the actual selling price.,ApartmentComplex,137-11 257th St,Queens,11422,40.65952,-73.72702,"$3,000-$3,000",3 bd,2 ba,,,+1-917-834-5726,['https://images1.apartments.com/i2/VUiTdIzy4UUSQghq574jiVbEvt8AeMws8exMBheE-rQ/110/137-11-257th-st-queens-ny-primary-photo.jpg'],False
28l69vb,https://www.apartments.com/50-highland-ave-port-washington-ny-unit-2/28l69vb/,"50 Highland Ave Port Washington, NY 11050","Bright & sunny 1st floor apartment with living room/dining area,kitchen,2 bedrooms and full bath. Hardwood floors. Shared basement with washer/dryer.

Based on information submitted to the MLS GRID as of [see last changed date above]. All data is obtained from various sources and may not have been verified by broker or MLS GRID. Supplied Open House Information is subject to change without notice. All information should be independently reviewed and verified for accuracy. Properties may or may not be listed by the office/agent presenting the information. Some IDX listings have been excluded from this website. Prices displayed on all Sold listings are the Last Known Listing Price and may not be the actual selling price.",ApartmentComplex,50 Highland Ave,Port Washington,11050,40.82574,-73.67833,"$2,850-$2,850",2 bd,1 ba,,,+1-516-647-2676,['https://images1.apartments.com/i2/BNCc4b2vPDkfSct_39_uUinbf1OJmSJ0fVkXzDg9RLQ/110/50-highland-ave-unit-2-port-washington-ny-primary-photo.jpg'],False
vexwb9d,https://www.apartments.com/128-11-172nd-st-queens-ny-unit-2/vexwb9d/,"128-11 172nd St Queens, NY 11434","Spacious two bedroom apartment for rent on the top floor of a tidy two family home in Springfield Gardens/St Albans. Large living room with south facing windows gets beautiful light all day. Windowed kitchen has stainless steel appliances. Two queen sized bedrooms have ample closet space. Bathroom has a bathtub. Tenant pays for electricity,cooking gas and heat. Parking available. Laundromat is a block away. Sorry,no pets. Close to transportation,shopping and parks. LIRR is very nearby and it's 20 minutes to midtown.",ApartmentComplex,128-11 172nd St,Queens,11434,40.67951,-73.77088,"$2,400-$2,400",2 bd,1 ba,900 sq ft,,+1-646-243-6539,['https://images1.apartments.com/i2/6QBhO9f2ddfU0-G8PWtXOrjAz6VSFSH7jcbqLG4aTT8/110/128-11-172nd-st-unit-2-queens-ny-primary-photo.jpg'],False
9jqd9s5,https://www.apartments.com/75-22-197th-st-fresh-meadows-ny-unit-2/9jqd9s5/,"75-22 197th St Fresh Meadows, NY 11366","Beautiful 2 bedrooms,1 full bathroom,living room,formal dining room,and eat-in kitchen. Completely renovated with new windows and doors. The kitchen features granite countertops and new appliances. The space is filled with natural light and is conveniently located close to buses and shops,off Union Turnpike,and across the street from Cunningham Park

Based on information submitted to the MLS GRID as of [see last changed date above]. All data is obtained from various sources and may not have been verified by broker or MLS GRID. Supplied Open House Information is subject to change without notice. All information should be independently reviewed and verified for accuracy. Properties may or may not be listed by the office/agent presenting the information. Some IDX listings have been excluded from this website. Prices displayed on all Sold listings are the Last Known Listing Price and may not be the actual selling price.",ApartmentComplex,75-22 197th St,Fresh Meadows,11366,40.73276,-73.7741,"$2,350-$2,350",2 bd,1 ba,,,+1-917-853-5455,['https://images1.apartments.com/i2/3yK-nYjUoAM8lHElnQzRSBSFv0pQEfJT92ywO-p5_nk/110/75-22-197th-st-unit-2-fresh-meadows-ny-primary-photo.jpg'],False
wdm867j,https://www.apartments.com/34-n-maryland-ave-port-washington-ny-unit-c/wdm867j/,"34 N Maryland Ave Port Washington, NY 11050","Private Entry to a Second Level 2-Bedroom,1-Bath Apartment with Hardwood Floors,Eat in Kitchen and Storage. Garage Availability for an additional fee. This one won't last.

Based on information submitted to the MLS GRID as of [see last changed date above]. All data is obtained from various sources and may not have been verified by broker or MLS GRID. Supplied Open House Information is subject to change without notice. All information should be independently reviewed and verified for accuracy. Properties may or may not be listed by the office/agent presenting the information. Some IDX listings have been excluded from this website. Prices displayed on all Sold listings are the Last Known Listing Price and may not be the actual selling price.",ApartmentComplex,34 N Maryland Ave,Port Washington,11050,40.83302,-73.68655,"$2,550-$2,550",2 bd,1 ba,,,+1-516-633-7882,['https://images1.apartments.com/i2/ys0AwWCRQDE6Ff5nUTXoA0ILaI_LCuHe7SW6if6kl44/110/34-n-maryland-ave-unit-c-port-washington-ny-primary-photo.jpg'],False
e51r87m,https://www.apartments.com/73-elizabeth-st-floral-park-ny/e51r87m/,"73 Elizabeth St Floral Park, NY 11001","Beautiful 2 Bedroom Apartment on the 2nd flr of a 2 Family House. Features include Kitchen & Bathroom that were updated approximately four years ago,Newer Appliances,Wood Floors,2 Large Bedrooms,Also a small room that can be a small office or storage rm,Attic space,Large Closets & Plenty of Windows w/Blinds throughout. Use of Washer/Dryer room in the Basement and use of front and side yard on the right side. 2 Car parking (1 Car parking in the Garage and 1 car parking in the driveway) Very desirable area,close to stores,restaurants & the LIRR. John Lewis Childs School.

Based on information submitted to the MLS GRID as of [see last changed date above]. All data is obtained from various sources and may not have been verified by broker or MLS GRID. Supplied Open House Information is subject to change without notice. All information should be independently reviewed and verified for accuracy. Properties may or may not be listed by the office/agent presenting the information. Some IDX listings have been excluded from this website. Prices displayed on all Sold listings are the Last Known Listing Price and may not be the actual selling price.",SingleFamilyResidence,73 Elizabeth St,Floral Park,11001,40.72801,-73.7007,"$2,850-$2,850",2 bd,1 ba,"1,128 sq ft",,+1-516-770-3990,['https://images1.apartments.com/i2/04-nMVzxmc6uYnj25lAJzmm-Y2zGJ7k5BMWt16NqrIY/110/73-elizabeth-st-floral-park-ny-primary-photo.jpg'],False
bd04v98,https://www.apartments.com/19060-111th-ave-queens-ny/bd04v98/,"19060 111th Ave Queens, NY 11412","LARGE MODERN walk in spacious 2BR apartment located in the heart of Queens for rent. LARGE BAY WINDOWS lends to lots of natural light, Great location near public transportation, shopping centers, restaurants, fitness centers, schools and more. CENTRAL HUB LOCATION with access to all forms of business and travel. NO ACCESS TO DRIVEWAY. Plenty of dual side street parking always available - wide street.",ApartmentComplex,19060 111th Ave,Queens,11412,40.70209,-73.76321,"$2,400-$2,400",2 bd,1 ba,"1,800 sq ft",,+1-718-282-6400,['https://images1.apartments.com/i2/d0gTSIs3xb7hSBClHUMnqbwYdAiHYUJ_YQQxOzwz-U4/110/19060-111th-ave-queens-ny-primary-photo.jpg'],
cj7g0vf,https://www.apartments.com/79-mill-river-ave-east-rockaway-ny/cj7g0vf/,"79 Mill River Ave East Rockaway, NY 11518","Currently Under renovation! Feb1 move in,possibly sooner. 2 parking spots,Heat is included,Tenant pays electric. Small Pet will be considered at the Landlords discretion. Easy access to Sunrise Hwy and RVC! Kitchen photo is from another similar project. Upper 1 bed converted to 2 beds

Based on information submitted to the MLS GRID as of [see last changed date above]. All data is obtained from various sources and may not have been verified by broker or MLS GRID. Supplied Open House Information is subject to change without notice. All information should be independently reviewed and verified for accuracy. Properties may or may not be listed by the office/agent presenting the information. Some IDX listings have been excluded from this website. Prices displayed on all Sold listings are the Last Known Listing Price and may not be the actual selling price.",SingleFamilyResidence,79 Mill River Ave,East Rockaway,11518,40.65155,-73.65765,"$2,500-$2,500",2 bd,1 ba,,,+1-516-459-2615,['https://images1.apartments.com/i2/z10Vr1I7jFx1P3MZR_TI-FMC8OYeKvJiiWotKOUquAQ/110/79-mill-river-ave-east-rockaway-ny-primary-photo.jpg'],True
71c29sz,https://www.apartments.com/211-77-jamaica-ave-queens-ny/71c29sz/,"211-77 Jamaica Ave Queens, NY 11428","2 Bedrooms,1 bath. 2nd Fl Apartment. Close to shops and public transportation. Close to highways. Tenant pays for electricity. No pets allowed.

Based on information submitted to the MLS GRID as of [see last changed date above]. All data is obtained from various sources and may not have been verified by broker or MLS GRID. Supplied Open House Information is subject to change without notice. All information should be independently reviewed and verified for accuracy. Properties may or may not be listed by the office/agent presenting the information. Some IDX listings have been excluded from this website. Prices displayed on all Sold listings are the Last Known Listing Price and may not be the actual selling price.",ApartmentComplex,211-77 Jamaica Ave,Queens,11428,40.71598,-73.74689,"$2,000-$2,000",2 bd,1 ba,,,+1-631-813-3312,['https://images1.apartments.com/i2/jMtIqKPGZzXZmE_iSycIxP0ViuW-KBpz97o-TT_Elao/110/211-77-jamaica-ave-queens-ny-primary-photo.jpg'],False
m9jmgsl,https://www.apartments.com/12-welwyn-rd-great-neck-plaza-ny-unit-2k/m9jmgsl/,"12 Welwyn Rd Great Neck Plaza, NY 11021","Great Neck. Second Floor 2 Bedroom/1 Bath Apt In Pet friendly Garden Apartment Complex (no elevator).  Xl Living Areas And Great Closet Space. Pet Friendly. Resident Supers,Laundry Room / Bicycle storage in basement. Newly Refinished Hardwood Floors,High Ceilings,Bright And Airy. On-site storage may be available (additional fee). Close To Lirr,Town,Shopping,Parks

Based on information submitted to the MLS GRID as of [see last changed date above]. All data is obtained from various sources and may not have been verified by broker or MLS GRID. Supplied Open House Information is subject to change without notice. All information should be independently reviewed and verified for accuracy. Properties may or may not be listed by the office/agent presenting the information. Some IDX listings have been excluded from this website. Prices displayed on all Sold listings are the Last Known Listing Price and may not be the actual selling price.",ApartmentComplex,12 Welwyn Rd,Great Neck Plaza,11021,40.78736,-73.72112,"$2,985-$2,985",2 bd,1 ba,,,+1-516-528-3131,['https://images1.apartments.com/i2/EuRoWd8cqfSSPIYdjt5OUXZ0A1_ucLt9VqhCeZird8E/110/12-welwyn-rd-unit-2k-great-neck-plaza-ny-primary-photo.jpg'],True
br88yrb,https://www.apartments.com/83-14-241st-st-bellerose-ny/br88yrb/,"83- 14 241st St Bellerose, NY 11426","First floor 2 bedroom apartment with laundry facilities,conveniently located. Close to all transportation and supermarket. Great location. Near to the Cross Island Expressway.

Based on information submitted to the MLS GRID as of [see last changed date above]. All data is obtained from various sources and may not have been verified by broker or MLS GRID. Supplied Open House Information is subject to change without notice. All information should be independently reviewed and verified for accuracy. Properties may or may not be listed by the office/agent presenting the information. Some IDX listings have been excluded from this website. Prices displayed on all Sold listings are the Last Known Listing Price and may not be the actual selling price.",SingleFamilyResidence,83- 14 241st St,Bellerose,11426,40.735,-73.72626,"$2,650-$2,650",2 bd,1 ba,,,+1-516-263-7810,['https://images1.apartments.com/i2/2dFvGBynRE2ipbDNXbiIJWmlfY_4R1V6sIghwnpYReU/110/83--14-241st-st-bellerose-ny-primary-photo.jpg'],False
grrvhwy,https://www.apartments.com/89-49-241st-st-queens-ny/grrvhwy/,"89-49 241st St Queens, NY 11426",Based on information submitted to the MLS GRID as of [see last changed date above]. All data is obtained from various sources and may not have been verified by broker or MLS GRID. Supplied Open House Information is subject to change without notice. All information should be independently reviewed and verified for accuracy. Properties may or may not be listed by the office/agent presenting the information. Some IDX listings have been excluded from this website. Prices displayed on all Sold listings are the Last Known Listing Price and may not be the actual selling price.,SingleFamilyResidence,89-49 241st St,Queens,11426,40.72659,-73.72692,"$2,500-$2,500",3 bd,1 ba,,,+1-718-347-7890,['https://images1.apartments.com/i2/mCZpKpnPS4I9r_3coqNupN3qC0m2a-wjA5UXoE9MZ1c/110/89-49-241st-st-queens-ny-primary-photo.jpg'],False
nl9e3hm,https://www.apartments.com/34-10-brookside-st-queens-ny/nl9e3hm/,"34-10 Brookside St Queens, NY 11363","Sunny,bright and totally renovated apartment on a quiet,tree lined street! This unit boasts a spacious  open floor plan with new laminate floors throughout,an elegant kitchen with quartz countertops,new appliances and custom made cabinetry plus there is a new wall unit heating and cooling unit in the bedrooms. There is a new A/C in the living room. Very close to the LIRR and also close to ground transportation,major highways,easy shopping and excellent restaurants. In School District #26

Based on information submitted to the MLS GRID as of [see last changed date above]. All data is obtained from various sources and may not have been verified by broker or MLS GRID. Supplied Open House Information is subject to change without notice. All information should be independently reviewed and verified for accuracy. Properties may or may not be listed by the office/agent presenting the information. Some IDX listings have been excluded from this website. Prices displayed on all Sold listings are the Last Known Listing Price and may not be the actual selling price.",SingleFamilyResidence,34-10 Brookside St,Queens,11363,40.77618,-73.74446,"$2,500-$2,500",2 bd,2 ba,,,+1-917-673-8238,['https://images1.apartments.com/i2/9EJWuSGaPscpGkITDvEOoi5s86eJl4o35gvBPkjeq_c/110/34-10-brookside-st-queens-ny-primary-photo.jpg'],False
y7ttf5s,https://www.apartments.com/4-s-kensington-ave-rockville-centre-ny/y7ttf5s/,"4 S Kensington Ave Rockville Centre, NY 11570","Updated,Beautiful 2nd Floor Apt. Of Legal 2 Family home. Hardwood Floors Thru-out.  Plenty of Closets.. Washer/Dryer & Dishwasher. Spacious Rooms & Lots of Natural Light. Attic Storage. Driveway parking for 2 Cars. Private Fully Fenced in Yard.  Small Pets Allowed.  RVC Electric & Gas Economical. Close to LIRR,Buses & Short Drive to NYC. Convenient to Shopping,Restaurants,Parks & Entertainment. Within Blocks of Some of The Best South Shore Hospitals.Enjoy Long Islands,South & North Shore Beaches!

Based on information submitted to the MLS GRID as of [see last changed date above]. All data is obtained from various sources and may not have been verified by broker or MLS GRID. Supplied Open House Information is subject to change without notice. All information should be independently reviewed and verified for accuracy. Properties may or may not be listed by the office/agent presenting the information. Some IDX listings have been excluded from this website. Prices displayed on all Sold listings are the Last Known Listing Price and may not be the actual selling price.",SingleFamilyResidence,4 S Kensington Ave,Rockville Centre,11570,40.6548,-73.63649,"$3,000-$3,000",2 bd,1 ba,,,+1-516-521-7248,['https://images1.apartments.com/i2/8DwKgNqWjutEKECX_EVG9-Cj1-B-oIscO0cj65ZOub0/110/4-s-kensington-ave-rockville-centre-ny-primary-photo.jpg'],False
c816qwg,https://www.apartments.com/656-6th-ave-new-hyde-park-ny/c816qwg/,"656 6th Ave New Hyde Park, NY 11040","Bright and sunny two bedroom 2nd floor apartment in New Hyde Park! This apartment is newly renovated,newly painted,new flooring,new appliances,new lighting in all rooms (high hats),large brand new bathroom. Close to ground transportation,LIRR,major highways,shops and great restaurants!!No smoking or pets allowed Landord is severe allergic.

Based on information submitted to the MLS GRID as of [see last changed date above]. All data is obtained from various sources and may not have been verified by broker or MLS GRID. Supplied Open House Information is subject to change without notice. All information should be independently reviewed and verified for accuracy. Properties may or may not be listed by the office/agent presenting the information. Some IDX listings have been excluded from this website. Prices displayed on all Sold listings are the Last Known Listing Price and may not be the actual selling price.",SingleFamilyResidence,656 6th Ave,New Hyde Park,11040,40.727,-73.6878,"$2,600-$2,600",2 bd,1 ba,,,+1-516-599-2800,['https://images1.apartments.com/i2/LsFe0S6nhdCJXaWz2dvjsiRniK1cMsHt8ghgiBhmPTs/110/656-6th-ave-new-hyde-park-ny-primary-photo.jpg'],False
5v25xwp,https://www.apartments.com/83-54-265th-st-queens-ny/5v25xwp/,"83-54 265th St Queens, NY 11004","mint 2 bedroom on top floor. Easy show we have keys

Based on information submitted to the MLS GRID as of [see last changed date above]. All data is obtained from various sources and may not have been verified by broker or MLS GRID. Supplied Open House Information is subject to change without notice. All information should be independently reviewed and verified for accuracy. Properties may or may not be listed by the office/agent presenting the information. Some IDX listings have been excluded from this website. Prices displayed on all Sold listings are the Last Known Listing Price and may not be the actual selling price.",SingleFamilyResidence,83-54 265th St,Queens,11004,40.73858,-73.70413,"$2,600-$2,600",2 bd,2 ba,,,+1-516-776-5848,['https://images1.apartments.com/i2/JMoNz8F-NxFLvAZ_Txz-4U8YRtbV8Kmwj6ZRiN4NQGI/110/83-54-265th-st-queens-ny-primary-photo.jpg'],False
q6kke4x,https://www.apartments.com/13430-garrett-st-queens-ny/q6kke4x/,"13430 Garrett St Queens, NY 11434","BRAND NEW FULLY RENOVATED 3 BEDROOMS AND 1 FULL BATHS APARTMENT FOR RENT (ON 2ND FLOOR OF A 2 FAMILY HOME) MINT & FRESH PAINT ON THE WALLS, STEPS TO CAFES AND LAUNDROMAT, DELI & GROCERY STORES BEAUTIFULLY BRAND NEW AND WITH BRAND NEW STAINLESS STEEL APPLIANCES: STOVE & REFRIGERATOR EASY TRANS Q5, Q85, N4 TO GREEN ACRES MALL, FEW STOPS TO JAMAICA CENTER E, F, J, M, & Z TRAINS AND LONG ISLAND RAIL ROAD, JFK AIRPORT, BANKS, FEW MINUTES TO GREEN ACRES SHOPPING MALLS, BJ'S, HOME DEPOT, MACY'S, H&M, STOP AND SHOP, DINER, CINEMAS SEE PICS & BUY NOW!!! CALL SAM FOR VIEWING APPOINTMENT....LOTS OF OTHER PROPERTIES AVAILABLE MANY CALLERS ALREADY! ACT VERY FAST!! THE PEARL OF SPRINGFIELD - 3 BEDS & FULL BATH HALF BLOCK TO TRANS DELI & LAUNDROMAT",SingleFamilyResidence,13430 Garrett St,Queens,11434,40.67485,-73.76416,"$3,000-$3,000",3 bd,1 ba,"1,850 sq ft",,+1-877-793-4867,['https://images1.apartments.com/i2/H6l0WXo6k0rCOf3W7y_WyfgtqjWEO_Ez24QG8DKRU3Q/110/13430-garrett-st-queens-ny-primary-photo.jpg'],False
cvsvt6d,https://www.apartments.com/244-57-grand-central-pkwy-queens-ny-unit-2/cvsvt6d/,"244-57 Grand Central Pkwy Queens, NY 11362","A beautiful Spacious 3 Br,2 bath apartment in a 2 family House with Central Air-conditioner. Great Location.

Based on information submitted to the MLS GRID as of [see last changed date above]. All data is obtained from various sources and may not have been verified by broker or MLS GRID. Supplied Open House Information is subject to change without notice. All information should be independently reviewed and verified for accuracy. Properties may or may not be listed by the office/agent presenting the information. Some IDX listings have been excluded from this website. Prices displayed on all Sold listings are the Last Known Listing Price and may not be the actual selling price.",ApartmentComplex,244-57 Grand Central Pkwy,Queens,11362,40.74868,-73.72959,"$3,000-$3,000",3 bd,2 ba,,,+1-516-482-1111,['https://images1.apartments.com/i2/AP5l99Mfl2FJFlvMUVhPIv_0lPxIDSIm2U2FREetxF8/110/244-57-grand-central-pkwy-unit-2-queens-ny-primary-photo.jpg'],False
4qp3zsk,https://www.apartments.com/149-55-257th-st-queens-ny-unit-1/4qp3zsk/,"149-55 257th St Queens, NY 11422","NICE AND EXTREEMLY CLEAN AND SPACIOUS TWO BEDROOM APARTMENT WITH UPDATED KITCHEN W/ STAINLESS STEEL APPLIANCES AND GRANITE COUNTERTOP,NICE HARDWOOD FLOORS,UPDATED FULL BATH,GREAT LOCATION- CLOSE TO MALL AND ECCESSIBLE TO TRANSPORTATION.  COME SEE IT BEFORE ITS GONE !!!

Based on information submitted to the MLS GRID as of [see last changed date above]. All data is obtained from various sources and may not have been verified by broker or MLS GRID. Supplied Open House Information is subject to change without notice. All information should be independently reviewed and verified for accuracy. Properties may or may not be listed by the office/agent presenting the information. Some IDX listings have been excluded from this website. Prices displayed on all Sold listings are the Last Known Listing Price and may not be the actual selling price.",ApartmentComplex,149-55 257th St,Queens,11422,40.65122,-73.73182,"$2,350-$2,350",2 bd,1 ba,,,+1-516-481-6005,['https://images1.apartments.com/i2/yef881D2myPTmbdLfG5agtfIwGmqIwd6mx4N2bBIsM8/110/149-55-257th-st-unit-1-queens-ny-primary-photo.jpg'],False
60b6lfv,https://www.apartments.com/229-e-hawthorne-ave-valley-stream-ny/60b6lfv/,"229 E Hawthorne Ave Valley Stream, NY 11580","It Is a Legal 2 Family House. First floor has 2 bed rooms,Big Living Room,Eat & Kitchen,Dinning Area,1 Full Bath. Whole apartment updated newly. Close to Major High ways Close to shops.

Based on information submitted to the MLS GRID as of [see last changed date above]. All data is obtained from various sources and may not have been verified by broker or MLS GRID. Supplied Open House Information is subject to change without notice. All information should be independently reviewed and verified for accuracy. Properties may or may not be listed by the office/agent presenting the information. Some IDX listings have been excluded from this website. Prices displayed on all Sold listings are the Last Known Listing Price and may not be the actual selling price.",SingleFamilyResidence,229 E Hawthorne Ave,Valley Stream,11580,40.65874,-73.68949,"$2,700-$2,700",2 bd,1 ba,,,+1-347-365-0081,['https://images1.apartments.com/i2/vhj5nFAP3SkBklbMovePCdMypyz5XXiyeo9slOSmJdQ/110/229-e-hawthorne-ave-valley-stream-ny-primary-photo.jpg'],False
71l2zvy,https://www.apartments.com/735-crans-st-elmont-ny/71l2zvy/,"735 Crans St Elmont, NY 11003",Based on information submitted to the MLS GRID as of [see last changed date above]. All data is obtained from various sources and may not have been verified by broker or MLS GRID. Supplied Open House Information is subject to change without notice. All information should be independently reviewed and verified for accuracy. Properties may or may not be listed by the office/agent presenting the information. Some IDX listings have been excluded from this website. Prices displayed on all Sold listings are the Last Known Listing Price and may not be the actual selling price.,SingleFamilyResidence,735 Crans St,Elmont,11003,40.69096,-73.71697,"$2,600-$2,600",3 bd,1 ba,"1,300 sq ft",,+1-718-831-0100,['https://images1.apartments.com/i2/GI47YxWsyomn8IQcElUtOvWnfGtDzgk354fM7jtbfzo/110/735-crans-st-elmont-ny-primary-photo.jpg'],True
wvmfxsl,https://www.apartments.com/1058-propp-ave-franklin-square-ny/wvmfxsl/,"1058 Propp Ave Franklin Square, NY 11010","This is a very nice renovated apartment for rent located in the heart of Franklin Square. Walk in the distance to N6 and N25 bus service,and 6 minutes drive to two of the LIRR stations,very close to grocery stores,local cafes,houses of worship,and so on. This renovated house has very high ceilings,sunroofs,big closets in every room,and plenty of parking off the street. All the utilities are included (except the internet or cable). It's a must-see,and it won't last longer. Ready to move in.

Based on information submitted to the MLS GRID as of [see last changed date above]. All data is obtained from various sources and may not have been verified by broker or MLS GRID. Supplied Open House Information is subject to change without notice. All information should be independently reviewed and verified for accuracy. Properties may or may not be listed by the office/agent presenting the information. Some IDX listings have been excluded from this website. Prices displayed on all Sold listings are the Last Known Listing Price and may not be the actual selling price.",SingleFamilyResidence,1058 Propp Ave,Franklin Square,11010,40.70168,-73.67961,"$2,750-$2,750",2 bd,1 ba,,,+1-347-813-9386,['https://images1.apartments.com/i2/I_jjxf_nfyNEhwztE-K7h2tsgUu84gc1Lk-Gg9ZX7IE/110/1058-propp-ave-franklin-square-ny-primary-photo.jpg'],False
664qxbs,https://www.apartments.com/188-25-keeseville-ave-queens-ny/664qxbs/,"188-25 Keeseville Ave Queens, NY 11412","A 3 bedroom 1 bath luxuriously renovated unit  in St. Albans,Queens. Features brazilian walnut hard wood flooring,central air condition and stainless steel appliances. Home can come furnished but can also be delivered without. Do not miss the chance on the amazing home!

Based on information submitted to the MLS GRID as of [see last changed date above]. All data is obtained from various sources and may not have been verified by broker or MLS GRID. Supplied Open House Information is subject to change without notice. All information should be independently reviewed and verified for accuracy. Properties may or may not be listed by the office/agent presenting the information. Some IDX listings have been excluded from this website. Prices displayed on all Sold listings are the Last Known Listing Price and may not be the actual selling price.",ApartmentComplex,188-25 Keeseville Ave,Queens,11412,40.69942,-73.7658,"$2,800-$2,800",3 bd,1 ba,"1,000 sq ft",,+1-601-213-2730,['https://images1.apartments.com/i2/iw4ic8GL23BmFaY3g08iQ9NJsqq5-G8PgEOR0oUYtRs/110/188-25-keeseville-ave-queens-ny-primary-photo.jpg'],False
y5v4l4r,https://www.apartments.com/6-wilson-st-east-rockaway-ny/y5v4l4r/,"6 Wilson St East Rockaway, NY 11518","Large Two Level 2 Bedroom,Large Living Room,Eat In Kitchen,Open & Bright Apartment,Walk Up Attic/ Office. Close To Lirr & Public Transportation. Garage Parking Additional $100 per month

Based on information submitted to the MLS GRID as of [see last changed date above]. All data is obtained from various sources and may not have been verified by broker or MLS GRID. Supplied Open House Information is subject to change without notice. All information should be independently reviewed and verified for accuracy. Properties may or may not be listed by the office/agent presenting the information. Some IDX listings have been excluded from this website. Prices displayed on all Sold listings are the Last Known Listing Price and may not be the actual selling price.",SingleFamilyResidence,6 Wilson St,East Rockaway,11518,40.65077,-73.66508,"$2,850-$2,850",2 bd,1 ba,,,+1-516-330-0165,['https://images1.apartments.com/i2/AI5LWfE4uwYP4AhlyoBIM_2OrsFAmPVF0Dsz6RswXzY/110/6-wilson-st-east-rockaway-ny-primary-photo.jpg'],False
ex00mqm,https://www.apartments.com/193-15-109th-ave-queens-ny-unit-2fl/ex00mqm/,"193-15 109th Ave Queens, NY 11412","Spacious 2nd fl apartment in Saint Albans,featuring 2 Bedrooms,1 Full Bathroom with Jacuzzi,Living room and an Eat in Kitchen. 1 Block from Q2 Bus,walking distance to shops and other community amenities.

Based on information submitted to the MLS GRID as of [see last changed date above]. All data is obtained from various sources and may not have been verified by broker or MLS GRID. Supplied Open House Information is subject to change without notice. All information should be independently reviewed and verified for accuracy. Properties may or may not be listed by the office/agent presenting the information. Some IDX listings have been excluded from this website. Prices displayed on all Sold listings are the Last Known Listing Price and may not be the actual selling price.",ApartmentComplex,193-15 109th Ave,Queens,11412,40.70572,-73.76375,"$2,500-$2,500",2 bd,1 ba,"1,100 sq ft",,+1-929-561-9226,['https://images1.apartments.com/i2/gHS3qEI-LV1ipgTs-L9K6yT7RMvrhb8QXleMs1GDHXM/110/193-15-109th-ave-unit-2fl-queens-ny-primary-photo.jpg'],False
